Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 0 35.06 45.06 35.06 0
#1 service 3 0 55.26 65.26 45.26 0
#1 service 2 0 67.26 77.26 47.26 0
#1 service 1 0 79.26 89.26 49.26 0
#1 service 9 0 99.45 109.45 59.45 0
#1 service 7 0 111.45 121.45 61.45 0
#1 service 6 0 125.06 135.06 65.06 0
#1 service 4 0 137.06 147.06 67.06 0
#1 service 5 0 155.66 165.66 75.66 0
#1 service 10 0 177.83 187.83 87.83 0
#1 finish 0 0 237.81 237.81 137.81 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  237.81 137.81 0
