Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 0 4.24 14.24 4.24 0
#1 service 7 0 21.52 31.52 11.52 0
#1 service 9 0 40.07 50.07 20.07 0
#1 service 4 0 59.92 69.92 29.92 0
#1 service 6 0 79.14 89.14 39.14 0
#1 service 10 0 98.35 108.35 48.35 0
#1 service 8 0 119.54 129.54 59.54 0
#1 service 3 0 143.68 153.68 73.68 0
#1 service 2 16.03 163.97 190.0 83.97 0
#1 service 1 0 200.77 210.77 94.74 0
#1 finish 0 0 226.58 226.58 110.55 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   16.03  226.58 110.55 0
