Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 19.24 29.24 19.24 0
#1 service 5 0 46.7 56.7 36.7 0
#1 service 9 0 68.4 78.4 48.4 0
#1 service 10 0 94.22 104.22 64.22 0
#1 service 4 36.6 115.4 162.0 75.4 0
#1 service 2 0 183.21 193.21 96.61 0
#1 service 7 0 200.28 210.28 103.68 0
#1 service 3 0 221.46 231.46 114.86 50.46
#1 service 1 0 254.9 264.9 138.29 159.9
#1 service 8 0 293.9 303.9 167.29 116.9
#1 finish 0 0 356.37 356.37 219.77 116.37
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   36.6  356.37 219.77 443.63
