Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 0 14.76 24.76 14.76 0
#1 service 6 0 31.17 41.17 21.17 0
#1 service 10 0 51.8 61.8 31.8 0
#1 service 8 0 72.0 82.0 42.0 0
#1 service 3 0 95.6 105.6 55.6 0
#1 service 1 0 112.81 122.81 62.81 0
#1 service 4 11.97 132.03 154.0 72.03 0
#1 service 2 0 169.0 179.0 87.03 0
#1 service 9 0 189.0 199.0 97.03 0
#1 service 5 0 213.87 223.87 111.89 0
#1 finish 0 0 231.48 231.48 119.51 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   11.97  231.48 119.51 0
