Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 0 37.74 47.74 37.74 0
#1 service 3 113.66 66.34 190.0 56.34 0
#1 service 4 0 190.0 200.0 56.34 0
#1 service 7 0 200.0 210.0 56.34 0
#1 service 10 0 210.0 220.0 56.34 0
#1 service 2 0 220.0 230.0 56.34 10.0
#1 service 5 0 230.0 240.0 56.34 20.0
#1 service 8 0 240.0 250.0 56.34 30.0
#1 service 6 0 250.0 260.0 56.34 40.0
#1 service 9 0 260.0 270.0 56.34 50.0
#1 finish 0 0 289.24 289.24 75.57 49.24
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   113.66  289.24 75.57 199.24
