Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 4 0 38.08 48.08 38.08 0
#1 service 2 0 51.08 61.08 41.08 0
#1 service 1 0 63.08 73.08 43.08 0
#1 service 5 0 78.46 88.46 48.46 0
#1 service 6 0 91.46 101.46 51.46 0
#1 service 9 0 106.46 116.46 56.46 0
#1 service 7 0 119.46 129.46 59.46 0
#1 service 3 6.15 134.85 151.0 64.85 0
#1 service 8 0 156.39 166.39 70.23 0
#1 service 10 1.57 178.43 190.0 82.28 0
#1 finish 0 0 209.24 209.24 101.51 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   7.72  209.24 101.51 0
