Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 293.0 58.0 361.0 58.0 0
#1 service 9 19.76 363.24 393.0 60.24 0
#1 service 11 0 400.0 410.0 67.24 22.0
#1 service 2 0 418.06 428.06 75.3 0
#1 service 4 0 433.45 443.45 80.68 6.45
#1 service 12 0 447.45 457.45 84.68 87.45
#1 service 10 0 468.85 478.85 96.09 0
#1 service 7 0 481.09 491.09 98.32 0
#1 service 8 0 499.63 509.63 106.87 0
#1 service 6 0 516.34 526.34 113.57 97.34
#1 service 3 0 533.62 543.62 120.85 68.62
#1 service 1 0 553.52 563.52 130.75 81.52
#1 finish 0 0 610.53 610.53 177.76 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   312.76  610.53 177.76 363.37
