Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 12 0 239.73 329.73 239.73 0
#1 service 10 0 332.56 422.56 242.56 0
#1 service 11 0 423.56 513.56 243.56 0
#1 service 2 0 536.56 626.56 266.56 0
#1 service 6 0 640.16 730.16 280.16 0
#1 service 7 0 737.23 827.23 287.23 0
#1 service 8 0 831.35 921.35 291.35 0
#1 service 5 0 927.01 1017.01 297.01 0
#1 service 3 0 1022.11 1112.11 302.11 0
#1 service 1 0 1178.72 1268.72 368.72 0
#1 service 4 0 1277.94 1367.94 377.94 54.94
#1 service 9 0 1396.78 1486.78 406.78 0
#1 finish 0 0 1670.85 1670.85 590.85 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1670.85 590.85 54.94
