Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 0 21.1 31.1 21.1 0
#1 service 4 0 38.17 48.17 28.17 0
#1 service 8 4.13 54.87 69.0 34.87 0
#1 service 6 0 76.07 86.07 41.95 0
#1 service 7 0 92.15 102.15 48.03 0
#1 service 1 0 110.22 120.22 56.09 0
#1 service 3 0 126.62 136.62 62.49 0
#1 service 9 0 146.05 156.05 71.93 0
#1 service 5 0 169.09 179.09 84.97 78.09
#1 service 10 0 187.69 197.69 93.57 81.69
#1 finish 0 0 213.51 213.51 109.38 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   4.13  213.51 109.38 159.79
