Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 0 14.87 24.87 14.87 0
#1 service 10 7.75 30.25 48.0 20.25 0
#1 service 6 0 50.24 60.24 22.49 0
#1 service 8 0 63.84 73.84 26.09 0
#1 service 5 0.67 83.33 94.0 35.58 0
#1 service 3 0 103.22 113.22 44.8 0
#1 service 7 0 116.38 126.38 47.96 0
#1 service 1 0 133.45 143.45 55.03 0
#1 service 4 0 152.89 162.89 64.47 63.89
#1 service 9 0 172.32 182.32 73.9 44.32
#1 finish 0 0 193.5 193.5 85.08 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   8.42  193.5 85.08 108.21
