Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 40.83 55.17 106.0 55.17 0
#1 service 3 20.69 117.31 148.0 66.49 0
#1 service 6 0 173.81 183.81 92.29 0
#1 service 12 0 224.12 234.12 132.6 0
#1 service 7 0 246.92 256.92 145.41 0
#1 service 1 0 276.13 286.13 164.62 0
#1 service 9 0 303.16 313.16 181.65 0
#1 service 5 0 328.2 338.2 196.68 0
#1 service 2 0 344.9 354.9 203.39 0
#1 service 4 0 372.11 382.11 220.6 0
#1 service 8 0 397.92 407.92 236.41 0
#1 service 11 0 410.92 420.92 239.41 0
#1 finish 0 0 476.36 476.36 294.85 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   61.51  476.36 294.85 0
