Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 84.15 174.15 84.15 0
#1 service 8 0 198.31 288.31 108.31 0
#1 service 11 0 292.79 382.79 112.79 0
#1 service 7 50.61 386.39 527.0 116.39 0
#1 service 9 0 533.08 623.08 122.48 0
#1 service 4 0 653.32 743.32 152.71 0
#1 service 10 0 767.48 857.48 176.87 0
#1 service 5 0 881.56 971.56 200.96 0
#1 service 3 0 982.0 1072.0 211.4 0
#1 service 1 0 1076.13 1166.13 215.52 0
#1 service 2 0 1170.25 1260.25 219.64 0
#1 service 12 0 1295.61 1385.61 255.0 0
#1 finish 0 0 1491.89 1491.89 361.28 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   50.61  1491.89 361.28 0
