Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 0 64.82 154.82 64.82 0
#1 service 3 64.18 156.82 311.0 66.82 0
#1 service 7 0 312.41 402.41 68.23 0
#1 service 4 0 406.54 496.54 72.35 0
#1 service 12 0 510.75 600.75 86.57 0
#1 service 11 0 621.94 711.94 107.75 0
#1 service 9 0 712.94 802.94 108.75 0
#1 service 10 0 807.06 897.06 112.88 0
#1 service 8 0 899.06 989.06 114.88 0
#1 service 1 0 996.06 1086.06 121.88 0
#1 service 6 0 1092.47 1182.47 128.28 0
#1 service 5 0 1186.94 1276.94 132.75 0
#1 finish 0 0 1342.79 1342.79 198.61 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   64.18  1342.79 198.61 0
