Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 12.81 102.81 12.81 0
#1 service 8 0 104.81 194.81 14.81 0
#1 service 2 62.19 199.81 352.0 19.81 0
#1 service 3 0 355.0 445.0 22.81 0
#1 service 9 0 450.0 540.0 27.81 0
#1 service 7 0 543.0 633.0 30.81 0
#1 service 5 0 635.0 725.0 32.81 0
#1 service 1 0 730.1 820.1 37.91 0
#1 service 4 93.9 822.1 1006.0 39.91 0
#1 service 10 0 1016.44 1106.44 50.35 0
#1 finish 0 0 1125.12 1125.12 69.03 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   156.09  1125.12 69.03 0
