Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 21.21 111.21 21.21 0
#1 service 3 0 126.21 216.21 36.21 0
#1 service 5 0 221.21 311.21 41.21 0
#1 service 8 0 317.04 407.04 47.04 0
#1 service 6 69.96 409.04 569.0 49.04 0
#1 service 9 0 574.0 664.0 54.04 0
#1 service 7 0 669.0 759.0 59.04 0
#1 service 4 0 762.0 852.0 62.04 0
#1 service 2 0 857.0 947.0 67.04 0
#1 service 1 0 949.0 1039.0 69.04 0
#1 finish 0 0 1070.62 1070.62 100.67 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   69.96  1070.62 100.67 0
