Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 0 65.86 75.86 65.86 0
#1 service 3 0 100.86 110.86 90.86 0
#1 service 4 0.98 114.02 125.0 94.02 0
#1 service 2 0 127.24 137.24 96.25 0
#1 service 5 0 153.51 163.51 112.53 23.51
#1 service 7 22.49 173.51 206.0 122.53 0
#1 service 8 11.0 211.0 232.0 127.53 0
#1 service 6 11.11 245.89 267.0 141.43 0
#1 service 11 48.56 285.44 344.0 159.86 0
#1 service 9 0 381.11 391.11 196.97 0
#1 service 10 0 405.25 415.25 211.11 0
#1 service 12 0 446.31 456.31 242.18 77.31
#1 finish 0 0 521.51 521.51 307.37 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   94.14  521.51 307.37 100.83
