Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 0 9.22 19.22 9.22 0
#1 service 7 0 28.27 38.27 18.27 0
#1 service 4 0 55.04 65.04 35.04 0
#1 service 10 39.36 68.64 118.0 38.64 0
#1 service 9 0.39 121.61 132.0 42.25 0
#1 service 1 0 158.0 168.0 68.25 0
#1 service 11 0 188.0 198.0 88.25 0
#1 service 6 0 208.82 218.82 99.07 122.82
#1 service 8 0 239.91 249.91 120.16 156.91
#1 service 12 0 293.37 303.37 163.62 231.37
#1 service 3 0 318.24 328.24 178.49 264.24
#1 service 2 0 333.24 343.24 183.49 282.24
#1 finish 0 0 364.62 364.62 204.87 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   39.75  364.62 204.87 1057.58
