Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 12 0 66.29 76.29 66.29 0
#1 service 11 0 79.29 89.29 69.29 0
#1 service 5 11.06 151.94 173.0 131.94 0
#1 service 6 0 180.81 190.81 139.75 0
#1 service 8 0 206.62 216.62 155.56 0
#1 service 4 0 239.09 249.09 178.03 0
#1 service 3 0 272.44 282.44 201.38 4.44
#1 service 2 164.43 297.57 472.0 216.51 0
#1 service 1 0 481.0 491.0 225.51 0
#1 service 7 0 539.83 549.83 274.34 0
#1 service 9 0 565.48 575.48 289.99 0
#1 service 10 0 583.54 593.54 298.05 0
#1 finish 0 0 641.05 641.05 345.56 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   175.49  641.05 345.56 4.44
