Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 3.96 24.04 38.0 24.04 0
#1 service 6 2.11 51.89 64.0 37.93 0
#1 service 8 0 71.07 81.07 45.01 0
#1 service 5 0 95.39 105.39 59.32 0
#1 service 9 0.56 114.44 125.0 68.38 0
#1 service 10 0 141.28 151.28 84.66 3.28
#1 service 7 0 157.68 167.68 91.06 0
#1 service 1 0 172.78 182.78 96.16 12.78
#1 service 3 0 187.88 197.88 101.26 34.88
#1 service 4 0 204.59 214.59 107.97 44.59
#1 finish 0 0 229.85 229.85 123.23 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   6.62  229.85 123.23 95.53
