Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 0 24.76 34.76 24.76 0
#1 service 7 4.18 66.82 81.0 56.82 0
#1 service 6 0 89.54 99.54 65.37 0
#1 service 4 12.97 108.03 131.0 73.85 0
#1 service 3 0 141.0 151.0 83.85 0
#1 service 2 0 160.22 170.22 93.07 0
#1 service 1 0 172.22 182.22 95.07 0
#1 service 9 0 188.3 198.3 101.15 53.3
#1 service 10 0 206.55 216.55 109.4 54.55
#1 service 8 0 222.87 232.87 115.72 21.87
#1 finish 0 0 248.1 248.1 130.96 18.1
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   17.15  248.1 130.96 147.83
