Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 3 13.46 33.54 57.0 33.54 0
#1 service 5 0 66.43 76.43 42.98 0
#1 service 10 0 86.33 96.33 52.87 0
#1 service 9 0 108.33 118.33 64.87 0
#1 service 4 0 125.61 135.61 72.15 0
#1 service 8 0 143.86 153.86 80.4 0
#1 service 7 0 158.1 168.1 84.64 0
#1 service 2 0 191.3 201.3 107.84 35.3
#1 service 1 0 216.56 226.56 123.1 16.56
#1 service 6 0 258.18 268.18 154.73 83.18
#1 finish 0 0 302.18 302.18 188.73 72.18
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   13.46  302.18 188.73 207.23
