Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 11 154.29 104.71 349.0 104.71 0
#1 service 2 0 484.24 574.24 239.95 0
#1 service 3 0 578.36 668.36 244.07 0
#1 service 8 0 790.36 880.36 366.07 0
#1 service 9 0 884.49 974.49 370.2 147.49
#1 service 5 0 977.32 1067.32 373.02 0
#1 service 6 24.67 1099.33 1214.0 405.04 0
#1 service 7 0 1222.49 1312.49 413.53 221.49
#1 service 4 0 1355.01 1445.01 456.05 183.01
#1 service 1 0 1471.25 1561.25 482.29 0
#1 service 10 0 1633.09 1723.09 554.14 575.09
#1 service 12 0 1737.96 1827.96 569.0 700.96
#1 finish 0 0 1917.46 1917.46 658.5 241.46
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   178.96  1917.46 658.5 2069.49
