Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 0 96.6 186.6 96.6 0
#1 service 9 0 213.81 303.81 123.81 0
#1 service 12 0 373.27 463.27 193.27 93.27
#1 service 7 7.9 493.1 591.0 223.1 0
#1 service 11 0 629.9 719.9 262.0 128.9
#1 service 10 0 766.77 856.77 308.87 0
#1 service 1 0 948.07 1038.07 400.17 263.07
#1 service 2 0 1039.49 1129.49 401.59 451.49
#1 service 4 0 1155.73 1245.73 427.83 544.73
#1 service 3 0 1248.56 1338.56 430.66 531.56
#1 service 6 0 1386.83 1476.83 478.93 609.83
#1 service 5 0 1546.06 1636.06 548.16 904.06
#1 finish 0 0 1686.87 1686.87 598.97 10.87
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   7.9  1686.87 598.97 3537.78
