Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 0 111.0 201.0 111.0 0
#1 service 4 0 204.16 294.16 114.16 0
#1 service 3 0 295.58 385.58 115.58 0
#1 service 7 0 388.4 478.4 118.4 0
#1 service 8 0 481.23 571.23 121.23 0
#1 service 6 0 577.56 667.56 127.56 0
#1 service 2 0 673.64 763.64 133.64 0
#1 service 1 0 800.26 890.26 170.26 0
#1 service 12 98.74 891.26 1080.0 171.26 0
#1 service 9 0 1203.1 1293.1 294.36 0
#1 service 10 0 1295.1 1385.1 296.36 0
#1 service 11 0 1389.34 1479.34 300.6 0
#1 finish 0 0 1526.35 1526.35 347.62 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   98.74  1526.35 347.62 0
