Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 12.04 22.04 12.04 0
#1 service 3 0 35.04 45.04 25.04 0
#1 service 4 0 55.81 65.81 35.81 0
#1 service 8 15.29 75.71 101.0 45.71 0
#1 service 6 0 126.5 136.5 71.21 0
#1 service 7 0 142.33 152.33 77.04 0
#1 service 5 0 158.73 168.73 83.44 0
#1 service 1 0 185.85 195.85 100.56 88.85
#1 service 2 0 202.17 212.17 106.88 0
#1 service 9 0 217.17 227.17 111.88 146.17
#1 finish 0 0 236.39 236.39 121.1 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   15.29  236.39 121.1 235.02
