Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 40.31 50.31 40.31 0
#1 service 5 0 52.31 62.31 42.31 0
#1 service 4 0 65.31 75.31 45.31 0
#1 service 8 0 110.31 120.31 80.31 0
#1 service 9 0 125.31 135.31 85.31 52.31
#1 service 7 1.69 137.31 149.0 87.31 0
#1 service 3 0 162.45 172.45 100.76 40.45
#1 service 2 0 210.78 220.78 139.09 39.78
#1 service 1 0 237.81 247.81 156.12 27.81
#1 finish 0 0 267.05 267.05 175.36 27.05
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   1.69  267.05 175.36 187.4
