Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 1 0 40.05 50.05 40.05 0
#1 service 2 0 75.55 85.55 65.55 0
#1 service 3 0 100.68 110.68 80.68 0
#1 service 4 0 122.72 132.72 92.72 0
#1 service 6 0 141.94 151.94 101.94 0
#1 service 5 0 167.59 177.59 117.59 67.59
#1 service 8 0 188.03 198.03 128.03 0
#1 service 7 0 226.67 236.67 156.67 163.67
#1 service 10 0 238.67 248.67 158.67 144.67
#1 service 9 0 275.29 285.29 185.29 101.29
#1 finish 0 0 295.29 295.29 195.29 55.29
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  295.29 195.29 532.52
