Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 3 0 11.18 21.18 11.18 0
#1 service 10 17.68 35.32 63.0 25.32 0
#1 service 8 0 71.06 81.06 33.38 0
#1 service 4 0 90.28 100.28 42.6 0
#1 service 1 0 109.34 119.34 51.66 0
#1 service 5 0 128.34 138.34 60.66 8.34
#1 service 7 0 142.81 152.81 65.13 0
#1 service 9 0 162.81 172.81 75.13 0
#1 service 2 0 183.99 193.99 86.31 0
#1 service 6 0 199.09 209.09 91.41 92.09
#1 finish 0 0 229.61 229.61 111.93 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   17.68  229.61 111.93 100.43
