Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 24.91 49.09 84.0 49.09 0
#1 service 2 48.19 91.81 150.0 56.9 0
#1 service 4 0 164.0 174.0 70.9 0
#1 service 12 123.0 178.0 311.0 74.9 0
#1 service 8 0 312.0 322.0 75.9 175.0
#1 service 1 0 327.1 337.1 81.0 60.1
#1 service 3 0 343.18 353.18 87.08 149.18
#1 service 7 0 365.18 375.18 99.08 161.18
#1 service 5 0 380.18 390.18 104.08 90.18
#1 service 6 0 417.84 427.84 131.74 170.84
#1 service 11 0 429.25 439.25 133.16 68.25
#1 service 9 0 446.47 456.47 140.37 141.47
#1 finish 0 0 496.28 496.28 180.18 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   196.1  496.28 180.18 1016.21
