Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 0 10.0 100.0 10.0 0
#1 service 7 0 102.83 192.83 12.83 0
#1 service 2 0 196.43 286.43 16.43 0
#1 service 1 0 289.26 379.26 19.26 0
#1 service 4 0 382.87 472.87 22.87 0
#1 service 3 0 474.87 564.87 24.87 0
#1 service 6 0 567.87 657.87 27.87 0
#1 service 5 0 662.87 752.87 32.87 0
#1 service 9 0 765.87 855.87 45.87 0
#1 service 10 0 875.59 965.59 65.59 0
#1 finish 0 0 986.8 986.8 86.8 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  986.8 86.8 0
