Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 0 18.03 108.03 18.03 0
#1 service 5 0 110.03 200.03 20.03 0
#1 service 8 0 203.03 293.03 23.03 0
#1 service 7 0 296.19 386.19 26.19 0
#1 service 10 0 388.43 478.43 28.43 0
#1 service 6 0 481.43 571.43 31.43 0
#1 service 3 0 574.25 664.25 34.25 0
#1 service 4 0 666.25 756.25 36.25 0
#1 service 9 0 773.25 863.25 53.25 0
#1 service 1 0 885.19 975.19 75.19 0
#1 finish 0 0 991.74 991.74 91.74 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  991.74 91.74 0
