Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 0 18.03 108.03 18.03 0
#1 service 9 0 110.03 200.03 20.03 0
#1 service 10 0 203.63 293.63 23.63 0
#1 service 8 0 296.46 386.46 26.46 0
#1 service 6 0 388.46 478.46 28.46 0
#1 service 5 0 480.46 570.46 30.46 0
#1 service 2 0 573.46 663.46 33.46 0
#1 service 3 0 666.29 756.29 36.29 0
#1 service 1 0 758.29 848.29 38.29 0
#1 service 4 0 851.9 941.9 41.9 0
#1 finish 0 0 958.45 958.45 58.45 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  958.45 58.45 0
