Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 15.81 105.81 15.81 0
#1 service 3 0 121.62 211.62 31.62 0
#1 service 2 0 215.23 305.23 35.23 0
#1 service 5 0 308.06 398.06 38.06 0
#1 service 6 0 401.06 491.06 41.06 0
#1 service 8 0 499.66 589.66 49.66 0
#1 service 7 0 592.66 682.66 52.66 0
#1 service 4 0 688.66 778.66 58.66 0
#1 service 1 0 784.66 874.66 64.66 0
#1 service 10 0 892.69 982.69 82.69 0
#1 finish 0 0 996.83 996.83 96.83 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  996.83 96.83 0
