Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 153.87 15.13 259.0 15.13 0
#1 service 8 0 282.19 372.19 38.33 190.19
#1 service 2 6.42 377.58 474.0 43.71 0
#1 service 1 0 479.39 569.39 49.1 0
#1 service 9 0 614.39 704.39 94.1 173.39
#1 service 5 0 716.39 806.39 106.1 0
#1 service 6 0 811.39 901.39 111.1 0
#1 service 3 0 921.11 1011.11 130.82 316.11
#1 service 4 0 1014.27 1104.27 133.98 509.27
#1 service 7 0 1107.43 1197.43 137.15 783.43
#1 finish 0 0 1215.54 1215.54 155.26 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   160.29  1215.54 155.26 1972.39
