Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 32.39 42.39 32.39 0
#1 service 3 0 45.39 55.39 35.39 0
#1 service 4 0 61.22 71.22 41.22 0
#1 service 5 0 73.22 83.22 43.22 0
#1 service 1 0 88.6 98.6 48.6 0
#1 service 7 0 106.41 116.41 56.41 17.41
#1 service 8 0.59 118.41 129.0 58.41 0
#1 service 9 5.93 136.07 152.0 65.49 0
#1 service 2 0 163.18 173.18 76.67 0
#1 service 10 0 186.78 196.78 90.27 66.78
#1 finish 0 0 229.34 229.34 122.83 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   6.51  229.34 122.83 84.2
