Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 2 0.94 36.06 47.0 36.06 0
#1 service 7 0 52.0 62.0 41.06 0
#1 service 10 0 64.0 74.0 43.06 0
#1 service 9 0 77.0 87.0 46.06 0
#1 service 1 0 95.6 105.6 54.66 0
#1 service 5 0 110.99 120.99 60.04 0
#1 service 4 0 125.99 135.99 65.04 52.99
#1 service 8 1.01 137.99 149.0 67.04 0
#1 service 3 0 152.61 162.61 70.65 0
#1 service 6 0 172.51 182.51 80.55 50.51
#1 finish 0 0 213.31 213.31 111.35 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   1.96  213.31 111.35 103.49
