Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 0 4.24 14.24 4.24 0
#1 service 9 0 30.52 40.52 20.52 0
#1 service 6 0 48.58 58.58 28.58 0
#1 service 4 0 80.72 90.72 50.72 0
#1 service 5 0 97.04 107.04 57.04 0
#1 service 7 0 113.37 123.37 63.37 0
#1 service 3 0 134.55 144.55 74.55 0
#1 service 8 0 157.55 167.55 87.55 0
#1 service 2 0 176.49 186.49 96.49 57.49
#1 service 1 0 204.93 214.93 114.93 33.93
#1 finish 0 0 250.99 250.99 150.99 10.99
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  250.99 150.99 102.41
