Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 26.93 36.93 26.93 0
#1 service 5 0 45.98 55.98 35.98 0
#1 service 7 19.46 71.54 101.0 51.54 0
#1 service 2 0 112.18 122.18 62.72 0
#1 service 1 0 126.65 136.65 67.19 0
#1 service 3 0 142.98 152.98 73.51 0
#1 service 8 0 166.02 176.02 86.55 0
#1 service 6 0 187.2 197.2 97.73 5.2
#1 service 10 0 207.83 217.83 108.36 27.83
#1 service 4 0 235.09 245.09 125.63 64.09
#1 finish 0 0 281.14 281.14 161.68 41.14
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   19.46  281.14 161.68 138.25
