Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 20.62 30.62 20.62 0
#1 service 8 0 46.74 56.74 36.74 0
#1 service 6 0 63.74 73.74 43.74 0
#1 service 5 12.26 83.74 106.0 53.74 0
#1 service 4 0 115.22 125.22 62.96 0
#1 service 3 0 134.65 144.65 72.39 29.65
#1 service 7 0 154.55 164.55 82.29 0
#1 service 1 0 179.69 189.69 97.43 0
#1 service 2 0 193.29 203.29 101.03 0
#1 service 10 0 225.38 235.38 123.12 144.38
#1 finish 0 0 286.86 286.86 174.6 46.86
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   12.26  286.86 174.6 220.9
