Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 205.91 295.91 205.91 0
#1 service 7 0 300.04 390.04 210.04 0
#1 service 6 0 396.44 486.44 216.44 0
#1 service 4 0 490.04 580.04 220.04 0
#1 service 2 0 582.28 672.28 222.28 0
#1 service 1 0 673.69 763.69 223.69 0
#1 service 5 0 768.69 858.69 228.69 0
#1 service 3 0 864.08 954.08 234.08 0
#1 service 8 0 961.36 1051.36 241.36 0
#1 service 10 0 1097.68 1187.68 287.68 0
#1 service 11 0 1194.09 1284.09 294.09 0
#1 service 12 0 1287.09 1377.09 297.09 0
#1 finish 0 0 1535.68 1535.68 455.68 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1535.68 455.68 0
