Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 12 0 105.1 115.1 105.1 0
#1 service 7 0 143.89 153.89 133.89 0
#1 service 11 0 159.27 169.27 139.27 0
#1 service 9 0 173.4 183.4 143.4 0
#1 service 10 0 184.81 194.81 144.81 0
#1 service 8 0 196.81 206.81 146.81 0
#1 service 6 0 215.81 225.81 155.81 0
#1 service 5 0 233.62 243.62 163.62 0
#1 service 4 0 245.86 255.86 165.86 0
#1 service 2 0 260.1 270.1 170.1 0
#1 service 1 0 273.1 283.1 173.1 0
#1 service 3 0 286.1 296.1 176.1 0
#1 finish 0 0 425.72 425.72 305.72 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  425.72 305.72 0
