Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 0 194.83 204.83 194.83 0
#1 service 9 0 227.85 237.85 217.85 0
#1 service 10 0 259.7 269.7 239.7 0
#1 service 12 0 279.99 289.99 249.99 0
#1 service 5 0 327.11 337.11 287.11 0
#1 service 3 0 359.47 369.47 309.47 0
#1 service 4 0 379.37 389.37 319.37 0
#1 service 1 0 413.41 423.41 343.41 0
#1 service 2 0 435.5 445.5 355.5 0
#1 service 6 0 474.57 484.57 384.57 0
#1 service 11 0 536.92 546.92 436.92 0
#1 service 7 0 569.75 579.75 459.75 0
#1 finish 0 0 784.04 784.04 664.04 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  784.04 664.04 0
