Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 185.92 195.92 185.92 0
#1 service 3 37.0 223.0 270.0 213.0 0
#1 service 4 0 275.0 285.0 218.0 0
#1 service 2 60.76 287.24 358.0 220.23 0
#1 service 1 99.23 368.77 478.0 231.01 0
#1 service 5 0 553.96 563.96 306.97 0
#1 service 7 0 590.13 600.13 333.14 143.13
#1 service 11 0 624.22 634.22 357.22 141.22
#1 service 12 0 667.46 677.46 390.46 241.46
#1 service 10 0 694.72 704.72 407.73 290.72
#1 service 9 0 729.32 739.32 432.32 56.32
#1 service 8 0 824.39 834.39 517.39 281.39
#1 finish 0 0 966.36 966.36 649.37 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   196.99  966.36 649.37 1154.23
