Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 158.38 79.62 248.0 79.62 0
#1 service 12 144.96 262.04 417.0 93.66 0
#1 service 3 0 425.94 435.94 102.6 16.94
#1 service 5 0 444.43 454.43 111.09 0
#1 service 1 0 472.79 482.79 129.45 21.79
#1 service 2 0 501.66 511.66 148.31 9.66
#1 service 4 0 529.12 539.12 165.78 84.12
#1 service 8 0 547.18 557.18 173.84 159.18
#1 service 11 0 589.2 599.2 205.86 168.2
#1 service 6 0 611.24 621.24 217.9 192.24
#1 service 7 0 634.84 644.84 231.5 188.84
#1 service 9 0 650.5 660.5 237.16 199.5
#1 finish 0 0 739.27 739.27 315.93 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   303.34  739.27 315.93 1040.46
