Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 11 0 197.8 207.8 197.8 0
#1 service 8 0 214.51 224.51 204.51 0
#1 service 10 0 233.73 243.73 213.73 0
#1 service 5 0 256.73 266.73 226.73 0
#1 service 7 0 280.18 290.18 240.18 0
#1 service 6 0 311.28 321.28 261.28 0
#1 service 4 0 328.56 338.56 268.56 0
#1 service 2 0 353.79 363.79 283.79 0
#1 service 3 361.96 432.04 804.0 352.04 0
#1 service 1 253.46 812.54 1076.0 360.58 0
#1 service 9 0 1170.83 1180.83 455.41 0
#1 service 12 0 1218.03 1228.03 492.61 0
#1 finish 0 0 1420.44 1420.44 685.03 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   615.42  1420.44 685.03 0
