Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 315.39 112.61 438.0 112.61 0
#1 service 3 0 445.07 455.07 119.68 96.07
#1 service 2 0 464.29 474.29 128.9 157.29
#1 service 1 0 477.12 487.12 131.72 113.12
#1 service 4 0 497.94 507.94 142.54 255.94
#1 service 8 0 528.33 538.33 162.94 310.33
#1 service 11 0 543.33 553.33 167.94 363.33
#1 service 10 0 554.75 564.75 169.35 0
#1 service 12 76.09 576.91 663.0 181.52 0
#1 service 7 0 677.87 687.87 196.38 0
#1 service 5 0 721.6 731.6 230.12 0
#1 service 9 0 771.91 781.91 270.43 84.91
#1 finish 0 0 881.54 881.54 370.05 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   391.48  881.54 370.05 1380.99
