Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 5.0 15.0 5.0 0
#1 service 3 0 21.71 31.71 11.71 0
#1 service 7 23.08 38.92 72.0 18.92 0
#1 service 8 0 78.71 88.71 25.63 0
#1 service 9 0 95.78 105.78 32.7 0
#1 service 1 0 130.13 140.13 57.05 0
#1 service 2 0 147.34 157.34 64.26 0
#1 service 4 0 163.67 173.67 70.59 0
#1 service 5 0 178.14 188.14 75.06 36.14
#1 service 10 0 198.91 208.91 85.83 110.91
#1 finish 0 0 220.22 220.22 97.14 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   23.08  220.22 97.14 147.05
