Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 42.82 11.18 64.0 11.18 0
#1 service 2 20.84 67.16 98.0 14.34 0
#1 service 7 0 107.22 117.22 23.56 0
#1 service 4 0.54 121.46 132.0 27.8 0
#1 service 9 0 135.16 145.16 30.97 0
#1 service 10 0 147.4 157.4 33.2 24.4
#1 service 8 0 160.56 170.56 36.37 0.56
#1 service 3 0 174.8 184.8 40.61 91.8
#1 service 1 0 189.9 199.9 45.71 0
#1 service 6 0 205.99 215.99 51.79 0
#1 finish 0 0 225.04 225.04 60.85 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   64.2  225.04 60.85 116.76
