Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 9 0 22.47 32.47 22.47 0
#1 service 3 0 46.07 56.07 36.07 0
#1 service 4 0 68.07 78.07 48.07 0
#1 service 1 0 87.97 97.97 57.97 0
#1 service 7 0 107.41 117.41 67.41 0
#1 service 8 0 121.01 131.01 71.01 0
#1 service 5 0 139.56 149.56 79.56 0
#1 service 2 0 157.8 167.8 87.8 0
#1 service 6 0 171.93 181.93 91.93 70.93
#1 service 10 0 186.05 196.05 96.05 42.05
#1 finish 0 0 222.97 222.97 122.97 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  222.97 122.97 112.98
