Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 20.35 15.65 46.0 15.65 0
#1 service 3 0 53.07 63.07 22.72 0
#1 service 1 0 69.4 79.4 29.05 0
#1 service 2 0.6 81.4 92.0 31.05 0
#1 service 4 7.92 98.08 116.0 37.13 0
#1 service 9 0 119.61 129.61 40.74 0
#1 service 7 0 138.83 148.83 49.96 40.83
#1 service 8 0 155.9 165.9 57.03 0
#1 service 5 0 175.9 185.9 67.03 7.9
#1 service 10 0 197.94 207.94 79.07 41.94
#1 finish 0 0 219.12 219.12 90.25 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   28.87  219.12 90.25 90.66
