Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 10 20.51 17.49 48.0 17.49 0
#1 service 7 0 50.83 60.83 20.32 0
#1 service 6 0 66.83 76.83 26.32 0
#1 service 1 0 81.3 91.3 30.79 0
#1 service 4 0 97.63 107.63 37.12 0
#1 service 3 0 115.69 125.69 45.18 0
#1 service 9 0 131.34 141.34 50.84 0
#1 service 2 0 150.34 160.34 59.84 0
#1 service 5 0 163.51 173.51 63.0 46.51
#1 service 8 0 176.67 186.67 66.16 83.67
#1 finish 0 0 207.93 207.93 87.42 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   20.51  207.93 87.42 130.18
