Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 0 20.62 30.62 20.62 0
#1 service 3 0 37.69 47.69 27.69 0
#1 service 9 0 57.74 67.74 37.74 0
#1 service 2 0 74.14 84.14 44.14 0
#1 service 6 0 93.57 103.57 53.57 0
#1 service 1 0 114.34 124.34 64.34 0
#1 service 5 0 132.41 142.41 72.41 0
#1 service 4 0 148.49 158.49 78.49 5.49
#1 service 8 0 165.2 175.2 85.2 0
#1 service 10 0 181.91 191.91 91.91 75.91
#1 finish 0 0 207.72 207.72 107.72 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  207.72 107.72 81.39
