Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 4 0 24.76 34.76 24.76 0
#1 service 7 0.24 42.76 53.0 32.76 0
#1 service 1 0 63.0 73.0 42.76 0
#1 service 3 0 79.32 89.32 49.08 0
#1 service 2 0 96.54 106.54 56.29 0
#1 service 10 0 116.59 126.59 66.34 0
#1 service 6 0 136.78 146.78 76.54 0
#1 service 5 0 153.49 163.49 83.25 47.49
#1 service 9 0 172.93 182.93 92.68 0
#1 service 8 0 191.87 201.87 101.63 39.87
#1 finish 0 0 233.49 233.49 133.25 3.49
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0.24  233.49 133.25 90.85
