Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 72.4 82.4 72.4 0
#1 service 4 0 93.58 103.58 83.58 0
#1 service 3 0 109.41 119.41 89.41 0
#1 service 1 0 122.58 132.58 92.58 0
#1 service 2 0 133.99 143.99 93.99 0
#1 service 5 0 151.61 161.61 101.61 0
#1 service 12 89.31 167.69 267.0 107.69 0
#1 service 7 0 276.22 286.22 116.91 0
#1 service 8 0 289.38 299.38 120.07 0
#1 service 9 0 300.8 310.8 121.48 0
#1 service 11 0 315.27 325.27 125.96 0
#1 service 10 0 329.74 339.74 130.43 0
#1 finish 0 0 404.56 404.56 195.24 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   89.31  404.56 195.24 0
