Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 11 90.2 17.8 118.0 17.8 0
#1 service 5 1.85 159.15 171.0 58.95 0
#1 service 4 0 173.24 183.24 61.19 0
#1 service 2 0 184.24 194.24 62.19 16.24
#1 service 1 0 195.65 205.65 63.6 50.65
#1 service 12 0 222.85 232.85 80.81 0
#1 service 8 0 236.98 246.98 84.93 115.98
#1 service 9 0 249.21 259.21 87.16 140.21
#1 service 3 0 277.02 287.02 104.97 166.02
#1 service 6 0 291.14 301.14 109.09 194.14
#1 service 7 0 305.26 315.26 113.22 220.26
#1 service 10 0 354.26 364.26 152.22 202.26
#1 finish 0 0 381.29 381.29 169.24 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   92.05  381.29 169.24 1105.77
