Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 0 21.38 31.38 21.38 0
#1 service 8 0 36.38 46.38 26.38 0
#1 service 2 0 70.15 80.15 50.15 31.15
#1 service 1 0 89.2 99.2 59.2 49.2
#1 service 6 0 124.91 134.91 84.91 61.91
#1 service 12 0 141.24 151.24 91.24 72.24
#1 service 10 0 168.96 178.96 108.96 85.96
#1 service 11 0 200.05 210.05 130.05 129.05
#1 service 5 0 237.35 247.35 157.35 177.35
#1 service 9 0 256.78 266.78 166.78 158.78
#1 service 4 0 272.78 282.78 172.78 202.78
#1 service 3 0 286.9 296.9 176.9 230.9
#1 finish 0 0 311.33 311.33 191.33 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  311.33 191.33 1199.32
