Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 5 0 218.77 308.77 218.77 0
#1 service 7 0 316.05 406.05 226.05 0
#1 service 6 0 408.29 498.29 228.29 0
#1 service 8 0 500.52 590.52 230.52 0
#1 service 11 0 594.99 684.99 234.99 0
#1 service 10 0 689.12 779.12 239.12 0
#1 service 12 0 787.12 877.12 247.12 0
#1 service 4 0 898.31 988.31 268.31 146.31
#1 service 9 0 1137.59 1227.59 417.59 320.59
#1 service 1 0 1333.39 1423.39 523.39 589.39
#1 service 2 0 1427.86 1517.86 527.86 590.86
#1 service 3 0 1541.9 1631.9 551.9 526.9
#1 finish 0 0 1777.04 1777.04 697.04 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  1777.04 697.04 2174.05
