Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 11 159.68 169.32 419.0 169.32 0
#1 service 12 0 501.1 591.1 251.42 44.1
#1 service 9 0 754.4 844.4 414.72 324.4
#1 service 4 0 877.39 967.39 447.71 248.39
#1 service 2 0 1017.39 1107.39 497.71 516.39
#1 service 1 0 1167.56 1257.56 557.87 0
#1 service 6 0 1327.02 1417.02 627.34 865.02
#1 service 10 0 1420.62 1510.62 630.94 1112.62
#1 service 5 0 1529.6 1619.6 649.92 993.6
#1 service 8 0 1625.43 1715.43 655.75 1281.43
#1 service 3 0 1769.63 1859.63 709.95 1346.63
#1 service 7 0 1950.84 2040.84 801.16 1337.84
#1 finish 0 0 2166.84 2166.84 927.16 342.84
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   159.68  2166.84 927.16 8413.26
