Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 3 0 11.18 21.18 11.18 0
#1 service 1 7.17 33.83 51.0 23.83 0
#1 service 9 0 82.95 92.95 55.78 15.95
#1 service 2 0 117.28 127.28 80.11 20.28
#1 service 4 0 136.23 146.23 89.06 15.23
#1 service 7 0 161.85 171.85 104.68 72.85
#1 service 5 0 190.53 200.53 123.36 83.53
#1 service 10 0 212.24 222.24 135.06 2.24
#1 service 6 0 230.3 240.3 143.13 147.3
#1 service 8 0 255.56 265.56 158.39 211.56
#1 finish 0 0 280.33 280.33 173.16 40.33
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   7.17  280.33 173.16 609.27
