Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 8 0 4.24 14.24 4.24 0
#1 service 7 0 25.01 35.01 15.01 0
#1 service 2 0 44.07 54.07 24.07 0
#1 service 10 9.32 79.68 99.0 49.68 0
#1 service 1 23.56 117.44 151.0 68.12 0
#1 service 5 10.4 169.6 190.0 86.72 0
#1 service 6 0 207.8 217.8 104.53 0
#1 service 3 0 225.87 235.87 112.59 11.87
#1 service 9 0 247.05 257.05 123.77 36.05
#1 service 4 0 272.05 282.05 138.77 98.05
#1 finish 0 0 292.05 292.05 148.77 52.05
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   43.28  292.05 148.77 198.01
