Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 20.62 30.62 20.62 0
#1 service 5 0 46.74 56.74 36.74 0
#1 service 2 0 71.74 81.74 51.74 0
#1 service 1 0 85.35 95.35 55.35 0
#1 service 4 0 110.48 120.48 70.48 0
#1 service 9 0 130.38 140.38 80.38 25.38
#1 service 10 0 158.49 168.49 98.49 0
#1 service 8 0 173.49 183.49 103.49 0
#1 service 3 0 197.42 207.42 117.42 1.42
#1 service 7 0 216.64 226.64 126.64 90.64
#1 finish 0 0 253.66 253.66 153.66 13.66
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  253.66 153.66 131.09
