Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 11 0 84.05 94.05 84.05 0
#1 service 6 377.08 337.92 725.0 327.92 0
#1 service 7 0 746.47 756.47 349.4 0
#1 service 5 5.22 775.78 791.0 368.71 0
#1 service 4 0 809.38 819.38 387.09 0
#1 service 9 0 1194.74 1204.74 762.45 730.74
#1 service 8 0 1221.71 1231.71 779.42 186.71
#1 service 10 87.85 1304.15 1402.0 851.86 0
#1 service 3 0 1737.04 1747.04 1186.9 203.04
#1 service 2 0 1935.0 1945.0 1374.86 218.0
#1 service 1 0 2044.41 2054.41 1474.27 364.41
#1 finish 0 0 2078.57 2078.57 1498.43 153.57
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   470.14  2078.57 1498.43 1856.47
