Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 7 0 32.2 42.2 32.2 0
#1 service 6 0 45.81 55.81 35.81 0
#1 service 5 0 61.89 71.89 41.89 0
#1 service 4 0 75.89 85.89 45.89 0
#1 service 12 30.11 119.89 160.0 79.89 0
#1 service 10 0 173.42 183.42 93.31 22.42
#1 service 11 0 184.42 194.42 94.31 44.42
#1 service 8 0 198.54 208.54 98.43 33.54
#1 service 9 0 217.54 227.54 107.43 12.54
#1 service 2 0 251.73 261.73 131.62 104.73
#1 service 1 0 262.73 272.73 132.62 104.73
#1 service 3 0 277.73 287.73 137.62 92.73
#1 finish 0 0 324.62 324.62 174.51 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   30.11  324.62 174.51 415.09
