Route Activity Job Wait_Time Arrive_Time Leave_Time Distance Late_Time
#1 start 0 0 0 0 0.0 0
#1 service 6 0 186.04 196.04 186.04 0
#1 service 1 0 223.06 233.06 213.06 0
#1 service 2 0 240.27 250.27 220.27 0
#1 service 3 0 258.81 268.81 228.81 0
#1 service 4 0 279.99 289.99 239.99 0
#1 service 5 0 298.54 308.54 248.54 0
#1 service 7 0 331.34 341.34 271.34 0
#1 service 8 0 393.68 403.68 323.68 0
#1 service 10 0 418.0 428.0 338.0 0
#1 service 9 0 446.03 456.03 356.03 0
#1 service 11 0 487.17 497.17 387.17 0
#1 finish 0 0 592.64 592.64 482.64 0
-//- -//- -//- -//- -//- -//- -//- -//--
TOTAL   0  592.64 482.64 0
